A0AQW4	TCP12_ARATH	AT1G68800
Q94A34	SFH12_ARATH	AT4G36490
Q94A38	LRP6A_ARATH	AT5G46250
Q94A41	AMY3_ARATH	AT1G69830
Q94A43	BEH2_ARATH	AT4G36780
Q94A52	RH2_ARATH	AT3G19760
Q94A57	Q94A57_ARATH	AT3G24120
Q94A64	FB251_ARATH	AT5G03970
Q94A73	Y5656_ARATH	AT5G66560
Q94A76	GORK_ARATH	AT5G37500
Q94A79	DMS3_ARATH	AT3G49250
Q94A84	U72E1_ARATH	AT3G50740
Q94A87	CSCL9_ARATH	AT1G10090
Q94A94	DCDA2_ARATH	AT5G11880
Q94A97	UBC35_ARATH	AT1G78870
Q94A99	Q94A99_ARATH	AT4G35080
Q94AA1	UN933_ARATH	AT3G09470
Q94AA4	PFKA3_ARATH	AT4G26270
Q94AA9	XGD1_ARATH	AT5G33290
Q94AB7	Q94AB7_ARATH	AT5G41350
Q94AB8	Q94AB8_ARATH	AT1G05070
Q94AC8	Q94AC8_ARATH	AT4G28030
Q94AD8	FBW3_ARATH	AT5G21040
Q94AE4	Q94AE4_ARATH	AT5G43400
Q94AF0	CFIS1_ARATH	AT4G29820
Q94AF2	NNRD_ARATH	AT5G19150
Q94AF6	Q94AF6_ARATH	AT5G20160
Q94AF7	Q94AF7_ARATH	AT2G07340
Q94AF9	EDL11_ARATH	AT3G05165
Q94AG2	SERK1_ARATH	AT1G71830
Q94AH3	NIPA4_ARATH	AT1G71900
Q94AH6	CUL1_ARATH	AT4G02570
Q94AH7	Q94AH7_ARATH	AT4G36850
Q94AH8	TPS6_ARATH	AT1G68020
Q94AH9	MD36A_ARATH	AT4G25630
Q94AI4	METL1_ARATH	AT4G09980
Q94AI6	SEC6_ARATH	AT1G71820
Q94AI7	TPL_ARATH	AT1G15750
Q94AJ5	PGLR5_ARATH	AT1G80170
Q94AJ7	Q94AJ7_ARATH	AT4G33666
Q94AK1	Q94AK1_ARATH	AT5G24990
Q94AK8	Q94AK8_ARATH	AT1G25260
Q94AK9	Q94AK9_ARATH	AT4G32590
Q94AL3	Q94AL3_ARATH	AT3G55290
Q94AL6	Q94AL6_ARATH	AT4G20150
Q94AL7	Q94AL7_ARATH	AT5G29000
Q94AL9	AGT22_ARATH	AT2G38400
Q94AM1	OOPDA_ARATH	AT5G65620
Q94AM9	CID4_ARATH	AT3G14010
Q94AN4	AP2L1_ARATH	AT1G16060
Q94AP2	Q94AP2_ARATH	AT1G60670
Q94AP3	WAT1_ARATH	AT1G75500
Q94AQ6	SIR4_ARATH	AT5G09230
Q94AQ8	PNSB2_ARATH	AT1G64770
Q94AQ9	SGRL_ARATH	AT1G44000
Q94AR4	CID2_ARATH	AT4G14270
Q94AS5	ICME_ARATH	AT5G15860
Q94AT1	P2C76_ARATH	AT5G53140
Q94AU2	SEC22_ARATH	AT1G11890
Q94AU3	Q94AU3_ARATH	AT2G21385
Q94AU5	Q94AU5_ARATH	AT5G19570
Q94AU7	GCA3_ARATH	AT5G66510
Q94AU9	Q94AU9_ARATH	AT4G04330
Q94AV5	WIP3_ARATH	AT3G13360
Q94AW8	DNAJ3_ARATH	AT3G44110
Q94AW9	Q94AW9_ARATH	AT2G25355
Q94AX2	PTST_ARATH	AT5G39790
Q94AX5	GDT11_ARATH	AT1G64150
Q94AY1	NADB_ARATH	AT5G14760
Q94AY3	DRIP2_ARATH	AT2G30580
Q94AZ2	STP13_ARATH	AT5G26340
Q94AZ4	CML13_ARATH	AT1G12310
Q94AZ5	Q94AZ5_ARATH	AT2G45060
Q94AZ8	DEF98_ARATH	AT4G22212
Q94B38	GPT2_ARATH	AT1G61800
Q94B55	XB31_ARATH	AT2G28840
Q94B59	PP372_ARATH	AT5G09450
Q94B60	CLPP4_ARATH	AT5G45390
Q94B65	Q94B65_ARATH	AT4G31600
Q94B71	OBE3_ARATH	AT1G14740
Q94B74	NUDT2_ARATH	AT5G47650
Q94B75	Q94B75_ARATH	AT5G61340
Q94B77	FH5_ARATH	AT5G54650
Q94B78	GCSP1_ARATH	AT4G33010
Q94BM7	SPA4_ARATH	AT1G53090
Q94BN0	BT2_ARATH	AT3G48360
Q94BN2	SPSY_ARATH	AT5G53120
Q94BN8	Q94BN8_ARATH	AT5G55100
Q94BP0	SLK2_ARATH	AT5G62090
Q94BQ2	PRS8B_ARATH	AT5G20000
Q94BQ3	Q94BQ3_ARATH	AT5G10940
Q94BQ6	Q94BQ6_ARATH	AT1G70100
Q94BR1	Q94BR1_ARATH	AT5G63190
Q94BR2	Q94BR2_ARATH	AT5G19140
Q94BR4	PR19A_ARATH	AT1G04510
Q94BR5	CHR28_ARATH	AT1G50410
Q94BS7	Q94BS7_ARATH	AT4G09340
Q94BS8	EF4L2_ARATH	AT1G72630
Q94BT0	SPSA1_ARATH	AT5G20280
Q94BT6	ADO1_ARATH	AT5G57360
Q94BT9	ATOX1_ARATH	AT1G66240
Q94BU4	Q94BU4_ARATH	AT1G33470
Q94BU8	Q94BU8_ARATH	AT5G28050
Q94BV2	Q94BV2_ARATH	AT5G58575
Q94BV4	RH6_ARATH	AT2G45810
Q94BX2	Q94BX2_ARATH	AT3G50910
Q94BX3	Q94BX3_ARATH	AT4G25670
Q94BX4	Q94BX4_ARATH	AT3G45100
Q94BY1	Q94BY1_ARATH	AT3G52155
Q94BY3	Q94BY3_ARATH	AT5G14030
Q94BY6	ATL75_ARATH	AT1G49200
Q94BY7	Q94BY7_ARATH	AT3G17930
Q94BY8	Q94BY8_ARATH	AT5G40660
Q94C11	SUGP1_ARATH	AT3G52120
Q94C20	Q94C20_ARATH	AT5G64160
Q94C21	Q94C21_ARATH	AT1G11480
Q94C25	Y5005_ARATH	AT5G20050
Q94C26	PCC1_ARATH	AT3G22231
Q94C27	FB84_ARATH	AT1G70590
Q94C32	MRG1_ARATH	AT4G37280
Q94C33	C3H45_ARATH	AT3G51180
Q94C40	CIPKH_ARATH	AT1G48260
Q94C50	Q94C50_ARATH	AT5G17210
Q94C59	PATL4_ARATH	AT1G30690
Q94C65	Q94C65_ARATH	AT5G38895
Q94C69	CSP3_ARATH	AT2G17870
Q94C70	NAT2_ARATH	AT2G34190
Q94C75	RH25_ARATH	AT5G08620
Q94C77	RPKL_ARATH	AT4G34220
Q94CB8	Q94CB8_ARATH	AT2G25625
Q94CD4	Q94CD4_ARATH	AT5G13190
Q94CD5	ATG7_ARATH	AT5G45900
Q94CE4	BCA4_ARATH	AT1G70410
Q94CE5	GATP_ARATH	AT3G22200
Q94CE6	Q94CE6_ARATH	AT3G06660
Q94CF0	EHD1_ARATH	AT3G20290
Q94CG0	CIPKL_ARATH	AT5G57630
Q94CG2	BET12_ARATH	AT4G14455
Q94CH5	EXL5_ARATH	AT1G75920
Q94CH8	EXL1_ARATH	AT1G75880
Q94CI7	EDL17_ARATH	AT5G27350
Q94CJ5	RER4_ARATH	AT5G12470
Q94CK0	Q94CK0_ARATH	AT5G12420
Q94CK3	FIS1B_ARATH	AT5G12390
Q94CK4	ANXD8_ARATH	AT5G12380
Q94CL6	NAR1_ARATH	AT4G16440
Q94CL7	Q94CL7_ARATH	AT4G28610
Q94CL8	P2C48_ARATH	AT3G55050
Q94CL9	KRP7_ARATH	AT1G49620
Q94EG4	Q94EG4_ARATH	AT3G56820
Q94EG9	ZIP11_ARATH	AT1G55910
Q94EH8	THO4C_ARATH	AT1G66260
Q94EI3	PE192_ARATH	AT5G17550
Q94EI5	Q94EI5_ARATH	AT5G62130
Q94EI9	PT314_ARATH	AT3G14410
Q94EJ2	HDA8_ARATH	AT1G08460
Q94EJ6	PMTE_ARATH	AT4G18030
Q94F00	IMPL1_ARATH	AT1G31190
Q94F08	HIPL2_ARATH	AT5G62630
Q94F09	PDI52_ARATH	AT1G35620
Q94F12	Q94F12_ARATH	AT3G13740
Q94F20	Q94F20_ARATH	AT5G25460
Q94F23	Q94F23_ARATH	AT1G27290
Q94F30	ESD4_ARATH	AT4G15880
Q94F39	AFP3_ARATH	AT3G29575
Q94F46	Q94F46_ARATH	AT1G13990
Q94F47	UBC28_ARATH	AT1G64230
Q94F56	Q94F56_ARATH	AT5G56980
Q94F57	AGP26_ARATH	AT2G47930
Q94F58	NAC89_ARATH	AT5G22290
Q94F62	BAK1_ARATH	AT4G33430
Q94F87	CMT2_ARATH	AT4G19020
Q94F88	CMT3_ARATH	AT1G69770
Q94FB9	AB1D_ARATH	AT4G39850
Q94FQ8	Q94FQ8_ARATH	AT5G07510
Q94FT2	SKIP5_ARATH	AT3G54480
Q94HV7	Q94HV7_ARATH	AT1G59560
Q94IB8	LCB1_ARATH	AT4G36480
Q94ID6	ERF81_ARATH	AT1G28360
Q94II5	Q94II5_ARATH	AT2G21620
Q94IU8	Q94IU8_ARATH	AT5G19050
Q94JL3	BH112_ARATH	AT1G61660
Q94JM3	ARFB_ARATH	AT5G62000
Q94JQ3	GLYP3_ARATH	AT4G32520
Q94JQ4	RIDA_ARATH	AT3G20390
Q94JQ6	CESA6_ARATH	AT5G64740
Q94JR6	DF206_ARATH	AT3G59930
Q94JS0	Q94JS0_ARATH	AT5G13430
Q94JT6	Q94JT6_ARATH	AT1G78070
Q94JU2	WTR18_ARATH	AT3G28050
Q94JU3	CSN7_ARATH	AT1G02090
Q94JV1	Q94JV1_ARATH	AT1G69340
Q94JV2	Q94JV2_ARATH	AT3G27050
Q94JV4	SUI12_ARATH	AT1G54290
Q94JV5	NILP2_ARATH	AT4G08790
Q94JW8	SPL6_ARATH	AT1G69170
Q94JX1	Q94JX1_ARATH	AT2G18090
Q94JX5	WLIM1_ARATH	AT1G10200
Q94JX9	NACA2_ARATH	AT3G49470
Q94JY0	Q94JY0_ARATH	AT4G34090
Q94JY4	BRK1_ARATH	AT2G22640
Q94JZ8	PUX7_ARATH	AT1G14570
Q94K05	TCPQ_ARATH	AT3G03960
Q94K07	NAP1C_ARATH	AT5G56950
Q94K11	Q94K11_ARATH	AT4G36530
Q94K18	Y4966_ARATH	AT4G29660
Q94K21	Q94K21_ARATH	AT1G33055
Q94K30	Q94K30_ARATH	AT1G01800
Q94K66	ELIP2_ARATH	AT4G14690
Q94K72	Q94K72_ARATH	AT1G16170
Q94K73	SYFM_ARATH	AT3G58140
Q94K74	Q94K74_ARATH	AT3G25805
Q94K75	RHON1_ARATH	AT1G06190
Q94K78	Q94K78_ARATH	AT2G40765
Q94K97	Q94K97_ARATH	AT5G24490
Q94KB1	MLO14_ARATH	AT1G26700
Q94KB2	MLO13_ARATH	AT4G24250
Q94KB4	MLO9_ARATH	AT1G42560
Q94KB7	MLO6_ARATH	AT1G61560
Q94KB9	MLO3_ARATH	AT3G45290
Q94KD0	TA15B_ARATH	AT5G58470
Q94KD3	VP52A_ARATH	AT1G71270
Q94KE0	ERDL3_ARATH	AT1G08920
Q94KE2	TIC_ARATH	AT3G22380
Q94KE3	Q94KE3_ARATH	AT3G52990
Q94KI8	TPC1_ARATH	AT4G03560
Q94KJ7	VPS33_ARATH	AT3G54860
Q94KK7	SYP52_ARATH	AT1G79590
Q94KL5	BLH4_ARATH	AT2G23760
Q94KT8	COBRA_ARATH	AT5G60920
Q94L32	NMT2_ARATH	AT2G44170
Q94LA6	Q94LA6_ARATH	AT1G44414
Q96242	CP74A_ARATH	AT5G42650
Q96247	AUX1_ARATH	AT2G38120
Q96250	ATPG3_ARATH	AT2G33040
Q96251	ATPO_ARATH	AT5G13450
Q96253	ATP5E_ARATH	AT1G51650
Q96254	GDI1_ARATH	AT2G44100
Q96255	SERB1_ARATH	AT4G35630
Q96262	PCAP1_ARATH	AT4G20260
Q96266	GSTF8_ARATH	AT2G47730
Q96274	Q96274_ARATH	AT1G14930
Q96276	MYB23_ARATH	AT5G40330
Q96282	CLCC_ARATH	AT5G49890
Q96283	RAA2C_ARATH	AT3G46830
Q96285	LRK55_ARATH	AT3G59700
Q96286	DCAM1_ARATH	AT3G02470
Q96287	KSG8_ARATH	AT4G00720
Q96288	BBX24_ARATH	AT1G06040
Q96289	ZAT10_ARATH	AT1G27730
Q96290	MSSP1_ARATH	AT1G20840
Q96291	BAS1A_ARATH	AT3G11630
Q96292	ACT2_ARATH	AT3G18780
Q96293	ACT8_ARATH	AT1G49240
Q96299	14339_ARATH	AT2G42590
Q96300	14337_ARATH	AT3G02520
Q96301	SPY_ARATH	AT3G11540
Q96303	PHT14_ARATH	AT2G38940
Q96305	GRXC7_ARATH	AT3G02000
Q96318	CRU3_ARATH	AT4G28520
Q96319	ERH_ARATH	AT5G10810
Q96320	HSFB1_ARATH	AT4G36990
Q96321	IMPA1_ARATH	AT3G06720
Q96323	LDOX_ARATH	AT4G22880
Q96326	Q96326_ARATH	AT3G51790
Q96327	EBP1_ARATH	AT3G51800
Q96328	SAC8_ARATH	AT3G51830
Q96329	ACOX4_ARATH	AT3G51840
Q96330	FLS1_ARATH	AT5G08640
Q96331	HS23M_ARATH	AT4G25200
Q96502	COL2_ARATH	AT3G02380
Q96514	C71B7_ARATH	AT1G13110
Q96524	CRY2_ARATH	AT1G04400
Q96528	CATA1_ARATH	AT1G20630
Q96533	ADHX_ARATH	AT5G43940
Q9AR19	GCN5_ARATH	AT3G54610
Q9ASP6	Q9ASP6_ARATH	AT4G00830
Q9ASQ2	Q9ASQ2_ARATH	AT5G45420
Q9ASQ6	Y1972_ARATH	AT1G29720
Q9ASQ7	SLAH2_ARATH	AT4G27970
Q9ASR0	TBB3_ARATH	AT5G62700
Q9ASR1	EF2_ARATH	AT1G56070
Q9ASS2	FREE1_ARATH	AT1G20110
Q9ASS4	Y5838_ARATH	AT5G48380
Q9ASS6	PNSL5_ARATH	AT5G13120
Q9ASS9	Q9ASS9_ARATH	AT4G24840
Q9AST1	TAF15_ARATH	AT1G50300
Q9AST3	SBH2_ARATH	AT1G14290
Q9AST5	Q9AST5_ARATH	AT5G49540
Q9AST6	VSP55_ARATH	AT1G32410
Q9ASU6	Q9ASU6_ARATH	AT1G42440
Q9ASU7	PPAN_ARATH	AT5G61770
Q9ASU8	Q9ASU8_ARATH	AT5G11790
Q9ASV5	Q9ASV5_ARATH	AT4G39690
Q9ASV6	RR20_ARATH	AT3G15190
Q9ASW2	Q9ASW2_ARATH	AT1G54310
Q9ASW3	Q9ASW3_ARATH	AT3G49260
Q9ASW4	Q9ASW4_ARATH	AT3G21215
Q9ASY3	Q9ASY3_ARATH	AT5G19430
Q9ASZ1	Q9ASZ1_ARATH	AT4G00270
Q9ASZ4	Q9ASZ4_ARATH	AT3G17900
Q9ASZ6	Q9ASZ6_ARATH	AT4G35320
Q9ASZ8	PPR37_ARATH	AT1G12620
Q9AT00	TGD3_ARATH	AT1G65410
Q9AT61	LBD13_ARATH	AT2G30340
Q9AT76	AGL27_ARATH	AT1G77080
Q9ATB4	TAD2B_ARATH	AT4G16420
Q9ATY5	UVH3_ARATH	AT3G28030
Q9AUE0	CALS1_ARATH	AT1G05570
Q9AV97	KDSA1_ARATH	AT1G79500
Q9C4Z6	GPLPB_ARATH	AT1G48630
Q9C4Z7	MINE1_ARATH	AT1G69390
Q9C4Z8	Q9C4Z8_ARATH	AT1G31750
Q9C500	WPP2_ARATH	AT1G47200
Q9C504	Q9C504_ARATH	AT1G31760
Q9C508	PUP18_ARATH	AT1G57990
Q9C512	MNS1_ARATH	AT1G51590
Q9C514	RS71_ARATH	AT1G48830
Q9C518	TCP8_ARATH	AT1G58100
Q9C519	WRKY6_ARATH	AT1G62300
Q9C521	UGAL1_ARATH	AT1G77610
Q9C522	ACLB1_ARATH	AT3G06650
Q9C524	SCRK6_ARATH	AT1G66430
Q9C525	BGL21_ARATH	AT1G66270
Q9C534	FB19_ARATH	AT1G30200
Q9C542	Q9C542_ARATH	AT1G55160
Q9C546	Q9C546_ARATH	AT1G69330
Q9C550	LEU12_ARATH	AT1G74040
Q9C551	RH5_ARATH	AT1G31970
Q9C553	Q9C553_ARATH	AT1G51580
Q9C554	EXPA1_ARATH	AT1G69530
Q9C562	CIPKA_ARATH	AT5G58380
Q9C566	CYP40_ARATH	AT2G15790
Q9C576	Q9C576_ARATH	AT5G22120
Q9C591	ERF16_ARATH	AT5G21960
Q9C593	Q9C593_ARATH	AT5G21940
Q9C595	YLMG2_ARATH	AT5G21920
Q9C598	NAC81_ARATH	AT5G08790
Q9C5A5	Q9C5A5_ARATH	AT5G08720
Q9C5C0	MPK18_ARATH	AT1G53510
Q9C5C1	Q9C5C1_ARATH	AT4G31330
Q9C5C2	BGL37_ARATH	AT5G25980
Q9C5C7	Q9C5C7_ARATH	AT3G24530
Q9C5C8	MSRB2_ARATH	AT4G21860
Q9C5D0	CBSX2_ARATH	AT4G34120
Q9C5D3	Q9C5D3_ARATH	AT5G63530
Q9C5D6	CAAT9_ARATH	AT1G05940
Q9C5E5	DGK5_ARATH	AT2G20900
Q9C5E6	Q9C5E6_ARATH	AT1G15430
Q9C5F6	Q9C5F6_ARATH	AT4G38550
Q9C5F7	Q9C5F7_ARATH	AT5G10710
Q9C5G0	SUF4_ARATH	AT1G30970
Q9C5G2	Q9C5G2_ARATH	AT1G15200
Q9C5G5	SAC7_ARATH	AT3G51460
Q9C5G8	Q9C5G8_ARATH	AT3G54190
Q9C5H4	Y3627_ARATH	AT3G16270
Q9C5H5	Q9C5H5_ARATH	AT5G66850
Q9C5H9	GACP2_ARATH	AT5G17410
Q9C5I0	Q9C5I0_ARATH	AT1G01230
Q9C5I3	ERF76_ARATH	AT1G28370
Q9C5J3	RRC1_ARATH	AT5G25060
Q9C5J5	Q9C5J5_ARATH	AT1G19010
Q9C5J7	PFKA7_ARATH	AT5G56630
Q9C5J8	OEP80_ARATH	AT5G19620
Q9C5J9	Y5483_ARATH	AT5G64813
Q9C5K4	Q9C5K4_ARATH	AT4G19110
Q9C5K8	TIF3B_ARATH	AT5G20900
Q9C5L6	Q9C5L6_ARATH	AT5G10190
Q9C5M0	DTC_ARATH	AT5G19760
Q9C5M3	LUP1_ARATH	AT1G78970
Q9C5M8	PLY18_ARATH	AT4G24780
Q9C5N2	TMN9_ARATH	AT5G25100
Q9C5N3	Q9C5N3_ARATH	AT4G08960
Q9C5N8	GDL20_ARATH	AT1G54020
Q9C5P1	SUVH7_ARATH	AT1G17770
Q9C5P4	SUVH3_ARATH	AT1G73100
Q9C5P6	CNBL6_ARATH	AT4G16350
Q9C5Q2	AI5L3_ARATH	AT2G41070
Q9C5Q8	HEN1_ARATH	AT4G20910
Q9C5Q9	P2A05_ARATH	AT1G65390
Q9C5R8	BAS1B_ARATH	AT5G06290
Q9C5S0	AGP9_ARATH	AT2G14890
Q9C5S1	MKP1_ARATH	AT3G55270
Q9C5S2	IRE1A_ARATH	AT2G17520
Q9C5S8	CRK5_ARATH	AT4G23130
Q9C5S9	CRK6_ARATH	AT4G23140
Q9C5T3	WRK26_ARATH	AT5G07100
Q9C5T4	WRK18_ARATH	AT4G31800
Q9C5U0	AHK4_ARATH	AT2G01830
Q9C5U1	AHK3_ARATH	AT1G27320
Q9C5U2	AHK2_ARATH	AT5G35750
Q9C5U3	PRS8A_ARATH	AT5G19990
Q9C5U8	HIS8_ARATH	AT5G63890
Q9C5W6	14312_ARATH	AT1G26480
Q9C5W7	TOM2A_ARATH	AT1G32400
Q9C5W9	ARFR_ARATH	AT3G61830
Q9C5X0	IAA34_ARATH	AT1G15050
Q9C5X3	KEULE_ARATH	AT1G12360
Q9C5X4	ATX1_ARATH	AT2G31650
Q9C5X9	HAC1_ARATH	AT1G79000
Q9C5Y0	PLDD1_ARATH	AT4G35790
Q9C5Y6	Q9C5Y6_ARATH	AT5G18240
Q9C5Z1	EIF3B_ARATH	AT5G27640
Q9C5Z2	EIF3H_ARATH	AT1G10840
Q9C5Z3	EIF3E_ARATH	AT3G57290
Q9C613	Q9C613_ARATH	AT1G32310
Q9C616	KAN2_ARATH	AT1G32240
Q9C629	FB35_ARATH	AT1G46840
Q9C633	AGL97_ARATH	AT1G46408
Q9C639	LHCA5_ARATH	AT1G45474
Q9C641	EFGM1_ARATH	AT1G45332
Q9C642	Q9C642_ARATH	AT1G45230
Q9C652	RBP1_ARATH	AT1G58470
Q9C654	PUP22_ARATH	AT1G57980
Q9C658	DCP5_ARATH	AT1G26110
Q9C660	PEK10_ARATH	AT1G26150
Q9C667	CPNB4_ARATH	AT1G26230
Q9C670	BH076_ARATH	AT1G26260
Q9C671	P4KG5_ARATH	AT1G26270
Q9C682	BH115_ARATH	AT1G51070
Q9C684	Q9C684_ARATH	AT1G51090
Q9C685	Q9C685_ARATH	AT1G51100
Q9C688	RAVL3_ARATH	AT1G51120
Q9C690	BH122_ARATH	AT1G51140
Q9C6A9	CCA32_ARATH	AT1G47210
Q9C6B2	NRAM2_ARATH	AT1G47240
Q9C6B3	GCA2_ARATH	AT1G47260
Q9C6B8	PINI_ARATH	AT1G73590
Q9C6C2	Q9C6C2_ARATH	AT1G60850
Q9C6C7	Q9C6C7_ARATH	AT1G49870
Q9C6C8	GSTFE_ARATH	AT1G49860
Q9C6D0	Q9C6D0_ARATH	AT1G49840
Q9C6D2	MTK_ARATH	AT1G49820
Q9C6F2	Q9C6F2_ARATH	AT1G35210
Q9C6F8	Q9C6F8_ARATH	AT1G58070
Q9C6I1	Q9C6I1_ARATH	AT1G50990
Q9C6I5	Q9C6I5_ARATH	AT1G50950
Q9C6J7	Q9C6J7_ARATH	AT1G50820
Q9C6K4	Q9C6K4_ARATH	AT1G76870
Q9C6L2	Q9C6L2_ARATH	AT1G25420
Q9C6L5	KCS5_ARATH	AT1G25450
Q9C6M0	Q9C6M0_ARATH	AT1G25510
Q9C6M5	RAVL1_ARATH	AT1G25560
Q9C6M9	CAF1D_ARATH	AT1G27890
Q9C6P3	CDPKX_ARATH	AT1G50700
Q9C6P5	RAVL2_ARATH	AT1G50680
Q9C6S1	FH14_ARATH	AT1G31810
Q9C6S4	PHSA_ARATH	AT1G31820
Q9C6S5	PHSB_ARATH	AT1G31830
Q9C6S8	Q9C6S8_ARATH	AT1G31870
Q9C6T1	PMK_ARATH	AT1G31910
Q9C6T6	Q9C6T6_ARATH	AT1G50730
Q9C6T7	FAX5_ARATH	AT1G50740
Q9C6U3	Q9C6U3_ARATH	AT3G08030
Q9C6V3	AGL86_ARATH	AT1G31630
Q9C6V4	AGL92_ARATH	AT1G31640
Q9C6W5	AB14G_ARATH	AT1G31770
Q9C6Y3	CCA11_ARATH	AT1G44110
Q9C6Z3	ODPB2_ARATH	AT1G30120
Q9C707	BH083_ARATH	AT1G66470
Q9C710	PCFS1_ARATH	AT1G66500
Q9C718	RH20_ARATH	AT1G55150
Q9C723	NADE_ARATH	AT1G55090
Q9C744	AP3D_ARATH	AT1G48760
Q9C754	Q9C754_ARATH	AT1G30260
Q9C758	TCP24_ARATH	AT1G30210
Q9C768	Q9C768_ARATH	AT3G11340
Q9C773	Q9C773_ARATH	AT3G11280
Q9C774	PSD7B_ARATH	AT3G11270
Q9C794	Q9C794_ARATH	AT1G69430
Q9C7A2	Y3236_ARATH	AT3G12360
Q9C7A8	PSF2_ARATH	AT3G12530
Q9C7B1	TRP3_ARATH	AT3G12560
Q9C7C1	TET6_ARATH	AT3G12090
Q9C7C4	EML1_ARATH	AT3G12140
Q9C7D7	CNIH1_ARATH	AT3G12180
Q9C7E7	Q9C7E7_ARATH	AT1G28060
Q9C7E8	COL15_ARATH	AT1G28050
Q9C7F5	NTF2_ARATH	AT1G27970
Q9C7F8	AB13B_ARATH	AT1G27940
Q9C7G1	PUB45_ARATH	AT1G27910
Q9C7G4	TCP22_ARATH	AT1G72010
Q9C7G6	Q9C7G6_ARATH	AT1G72030
Q9C7I9	ARFT_ARATH	AT1G35240
Q9C7K0	VBF_ARATH	AT1G56250
Q9C7K4	Q9C7K4_ARATH	AT1G56290
Q9C7M2	Q9C7M2_ARATH	AT1G55040
Q9C7N2	CAD1_ARATH	AT1G29690
Q9C7N3	OBP2C_ARATH	AT1G29680
Q9C7N4	GDL15_ARATH	AT1G29670
Q9C7N7	Q9C7N7_ARATH	AT1G29640
Q9C7S0	BZP60_ARATH	AT1G42990
Q9C7S5	PSYR1_ARATH	AT1G72300
Q9C7S6	WSCP_ARATH	AT1G72290
Q9C7S7	ERO1_ARATH	AT1G72280
Q9C7S8	Q9C7S8_ARATH	AT1G72270
Q9C7T4	BH096_ARATH	AT1G72210
Q9C7T7	Q9C7T7_ARATH	AT1G72180
Q9C7U7	Q9C7U7_ARATH	AT1G66230
Q9C7V7	Q9C7V7_ARATH	AT1G64330
Q9C7X5	NAS4_ARATH	AT1G56430
Q9C7X6	Q9C7X6_ARATH	AT1G56420
Q9C7X7	HSP7N_ARATH	AT1G56410
Q9C7Y2	MORF5_ARATH	AT1G32580
Q9C803	Q9C803_ARATH	AT1G33490
Q9C809	B3GT8_ARATH	AT1G33430
Q9C811	NU160_ARATH	AT1G33410
Q9C820	RAG3D_ARATH	AT1G52280
Q9C821	PEK15_ARATH	AT1G52290
Q9C826	ABA2_ARATH	AT1G52340
Q9C827	COB22_ARATH	AT1G52360
Q9C829	NU50A_ARATH	AT1G52380
Q9C835	CP21D_ARATH	AT3G66654
Q9C858	Q9C858_ARATH	AT1G31540
Q9C863	Q9C863_ARATH	AT1G31460
Q9C865	SH3P1_ARATH	AT1G31440
Q9C881	Q9C881_ARATH	AT1G33250
Q9C888	PLDA4_ARATH	AT1G55180
Q9C889	PR1F2_ARATH	AT1G55190
Q9C893	Q9C893_ARATH	AT1G55230
Q9C895	BRE1B_ARATH	AT1G55250
Q9C899	F6H2_ARATH	AT1G55290
Q9C8B9	Q9C8B9_ARATH	AT1G35830
Q9C8C4	Q9C8C4_ARATH	AT1G43080
Q9C8D1	PUB20_ARATH	AT1G66160
Q9C8D4	AAE11_ARATH	AT1G66120
Q9C8D8	Q9C8D8_ARATH	AT1G66070
Q9C8E7	GLR33_ARATH	AT1G42540
Q9C8F7	RL301_ARATH	AT1G36240
Q9C8G3	Q9C8G3_ARATH	AT1G30320
Q9C8G5	CSCLD_ARATH	AT1G30360
Q9C8G9	AB1C_ARATH	AT1G30400
Q9C8I6	Q9C8I6_ARATH	AT1G51800
Q9C8J7	TRO_ARATH	AT1G51450
Q9C8J8	AB13G_ARATH	AT1G51460
Q9C8K2	AB12G_ARATH	AT1G51500
Q9C8K7	FBK21_ARATH	AT1G51550
Q9C8K8	Q9C8K8_ARATH	AT1G51560
Q9C8L2	FAP3_ARATH	AT1G53520
Q9C8L4	ETHE1_ARATH	AT1G53580
Q9C8M0	CID8_ARATH	AT1G53650
Q9C8M9	SRF6_ARATH	AT1G53730
Q9C8N0	Q9C8N0_ARATH	AT1G53760
Q9C8N5	STOP1_ARATH	AT1G34370
Q9C8N7	ARFV_ARATH	AT1G34390
Q9C8P0	ODP25_ARATH	AT1G34430
Q9C8P6	Q9C8P6_ARATH	AT1G35430
Q9C8P8	BH080_ARATH	AT1G35460
Q9C8R4	Q9C8R4_ARATH	AT1G30070
Q9C8S1	Q9C8S1_ARATH	AT1G29980
Q9C8T1	AB1I_ARATH	AT1G63270
Q9C8T5	Q9C8T5_ARATH	AT1G63310
Q9C8W1	Q9C8W1_ARATH	AT1G36050
Q9C8W3	FUT13_ARATH	AT1G71990
Q9C8W5	Q9C8W5_ARATH	AT1G71970
Q9C8W7	Q9C8W7_ARATH	AT1G71950
Q9C8W8	Q9C8W8_ARATH	AT1G71940
Q9C8W9	NAC30_ARATH	AT1G71930
Q9C8Y2	CAR2_ARATH	AT1G66360
Q9C8Y3	RGL1_ARATH	AT1G66350
Q9C8Y6	FBD5_ARATH	AT1G66310
Q9C8Y7	FDL8_ARATH	AT1G66300
Q9C8Y9	BGL22_ARATH	AT1G66280
Q9C8Z4	HEAT1_ARATH	AT3G06530
Q9C8Z9	BH148_ARATH	AT3G06590
